state,d_month,year,month_only,month,totals,handguns_total,long_guns_total,other_total
Wisconsin,1999-12-01,1999,12,1999-12,18952,4753,14191,8
Wyoming,1999-12-01,1999,12,1999-12,4241,1165,2914,162
Alabama,1999-11-01,1999,11,1999-11,29445,7677,21455,313
Alaska,1999-11-01,1999,11,1999-11,3169,1056,2048,65
Arizona,1999-11-01,1999,11,1999-11,13714,5709,6185,1820
Arkansas,1999-11-01,1999,11,1999-11,23946,3877,19531,538
California,1999-11-01,1999,11,1999-11,90391,33398,46599,10394
Colorado,1999-11-01,1999,11,1999-11,30811,11344,18611,856
Connecticut,1999-11-01,1999,11,1999-11,6614,1807,2583,2224
Delaware,1999-11-01,1999,11,1999-11,2403,625,1760,18
District of Columbia,1999-11-01,1999,11,1999-11,0,0,0,0
Florida,1999-11-01,1999,11,1999-11,28490,10440,15319,2731
Georgia,1999-11-01,1999,11,1999-11,41109,7789,17248,16072
Guam,1999-11-01,1999,11,1999-11,23,12,11,0
Hawaii,1999-11-01,1999,11,1999-11,566,0,0,566
Idaho,1999-11-01,1999,11,1999-11,6794,1743,4225,826
Illinois,1999-11-01,1999,11,1999-11,53201,6572,13699,32930
Indiana,1999-11-01,1999,11,1999-11,22242,2557,19673,12
Iowa,1999-11-01,1999,11,1999-11,10984,41,7507,3436
Kansas,1999-11-01,1999,11,1999-11,13783,2973,10615,195
Kentucky,1999-11-01,1999,11,1999-11,28229,8000,19835,394
Louisiana,1999-11-01,1999,11,1999-11,23991,5336,18423,232
Maine,1999-11-01,1999,11,1999-11,4744,990,3709,45
Mariana Islands,1999-11-01,1999,11,1999-11,13,0,13,0
Maryland,1999-11-01,1999,11,1999-11,11506,180,7935,3391
Massachusetts,1999-11-01,1999,11,1999-11,3151,1154,1366,631
Michigan,1999-11-01,1999,11,1999-11,39395,111,28946,10338
Minnesota,1999-11-01,1999,11,1999-11,17026,2426,12272,2328
Mississippi,1999-11-01,1999,11,1999-11,23713,5005,18516,192
Missouri,1999-11-01,1999,11,1999-11,24418,3255,20974,189
Montana,1999-11-01,1999,11,1999-11,5777,1304,4376,97
Nebraska,1999-11-01,1999,11,1999-11,6204,56,4578,1570
Nevada,1999-11-01,1999,11,1999-11,5350,2542,2672,136
New Hampshire,1999-11-01,1999,11,1999-11,4288,1311,2963,14
New Jersey,1999-11-01,1999,11,1999-11,4468,1318,3086,64
New Mexico,1999-11-01,1999,11,1999-11,8119,2534,5441,144
New York,1999-11-01,1999,11,1999-11,20639,728,15637,4274
North Carolina,1999-11-01,1999,11,1999-11,34673,1494,24469,8710
North Dakota,1999-11-01,1999,11,1999-11,2885,394,2444,47
Ohio,1999-11-01,1999,11,1999-11,38940,10639,27755,546
Oklahoma,1999-11-01,1999,11,1999-11,19020,4305,14383,332
Oregon,1999-11-01,1999,11,1999-11,18094,5229,12708,157
Pennsylvania,1999-11-01,1999,11,1999-11,66033,4082,58877,3074
Puerto Rico,1999-11-01,1999,11,1999-11,480,400,76,4
Rhode Island,1999-11-01,1999,11,1999-11,1072,425,543,104
South Carolina,1999-11-01,1999,11,1999-11,15056,4494,9898,664
South Dakota,1999-11-01,1999,11,1999-11,3713,366,3318,29
Tennessee,1999-11-01,1999,11,1999-11,28471,9922,18181,368
Texas,1999-11-01,1999,11,1999-11,70540,18069,46989,5482
Utah,1999-11-01,1999,11,1999-11,7607,2094,5449,64
Vermont,1999-11-01,1999,11,1999-11,2440,453,1969,18
Virgin Islands,1999-11-01,1999,11,1999-11,0,0,0,0
Virginia,1999-11-01,1999,11,1999-11,23033,6762,16104,167
Washington,1999-11-01,1999,11,1999-11,11957,2736,7904,1317
West Virginia,1999-11-01,1999,11,1999-11,17481,3184,14108,189
Wisconsin,1999-11-01,1999,11,1999-11,22690,3654,19030,6
Wyoming,1999-11-01,1999,11,1999-11,2993,775,2000,218
Alabama,1999-10-01,1999,10,1999-10,22484,7625,14581,278
Alaska,1999-10-01,1999,10,1999-10,5723,1851,3707,165
Arizona,1999-10-01,1999,10,1999-10,14916,6182,6954,1780
Arkansas,1999-10-01,1999,10,1999-10,19388,4120,14545,723
California,1999-10-01,1999,10,1999-10,77927,32530,37421,7976
Colorado,1999-10-01,1999,10,1999-10,32436,11307,20319,810
Connecticut,1999-10-01,1999,10,1999-10,7326,2191,2578,2557
Delaware,1999-10-01,1999,10,1999-10,1930,586,1318,26
District of Columbia,1999-10-01,1999,10,1999-10,5,5,0,0
Florida,1999-10-01,1999,10,1999-10,25667,10448,12058,3161
Georgia,1999-10-01,1999,10,1999-10,42171,8189,17391,16591
Guam,1999-10-01,1999,10,1999-10,20,10,8,2
Hawaii,1999-10-01,1999,10,1999-10,414,0,0,414
Idaho,1999-10-01,1999,10,1999-10,8614,1729,6182,703
Illinois,1999-10-01,1999,10,1999-10,49471,5854,10776,32841
Indiana,1999-10-01,1999,10,1999-10,19328,2457,16865,6
Iowa,1999-10-01,1999,10,1999-10,11017,48,6840,4129
Kansas,1999-10-01,1999,10,1999-10,11495,3318,8025,152
Kentucky,1999-10-01,1999,10,1999-10,23993,7824,15817,352
Louisiana,1999-10-01,1999,10,1999-10,21964,5516,16218,230
Maine,1999-10-01,1999,10,1999-10,8503,1267,7150,86
Mariana Islands,1999-10-01,1999,10,1999-10,0,0,0,0
Maryland,1999-10-01,1999,10,1999-10,9070,186,5743,3141
Massachusetts,1999-10-01,1999,10,1999-10,3332,1223,1254,855
Michigan,1999-10-01,1999,10,1999-10,35334,99,24306,10929
Minnesota,1999-10-01,1999,10,1999-10,26815,2895,21302,2618
Mississippi,1999-10-01,1999,10,1999-10,18299,5116,12980,203
Missouri,1999-10-01,1999,10,1999-10,23087,3639,19215,233
Montana,1999-10-01,1999,10,1999-10,9588,1614,7854,120
Nebraska,1999-10-01,1999,10,1999-10,6563,55,4909,1599
Nevada,1999-10-01,1999,10,1999-10,5044,2362,2541,141
New Hampshire,1999-10-01,1999,10,1999-10,4974,1515,3448,11
New Jersey,1999-10-01,1999,10,1999-10,3650,1396,2191,63
New Mexico,1999-10-01,1999,10,1999-10,9754,3091,6494,169
New York,1999-10-01,1999,10,1999-10,20254,877,14634,4743
North Carolina,1999-10-01,1999,10,1999-10,29922,1532,19809,8581
North Dakota,1999-10-01,1999,10,1999-10,4745,438,4290,17
Ohio,1999-10-01,1999,10,1999-10,29770,10443,18780,547
Oklahoma,1999-10-01,1999,10,1999-10,16106,4687,11147,272
Oregon,1999-10-01,1999,10,1999-10,13688,4949,8591,148
Pennsylvania,1999-10-01,1999,10,1999-10,56297,1,53760,2536
Puerto Rico,1999-10-01,1999,10,1999-10,513,415,90,8
Rhode Island,1999-10-01,1999,10,1999-10,1102,447,578,77
South Carolina,1999-10-01,1999,10,1999-10,12889,4311,8038,540
South Dakota,1999-10-01,1999,10,1999-10,5524,414,5083,27
Tennessee,1999-10-01,1999,10,1999-10,23761,10078,13346,337
Texas,1999-10-01,1999,10,1999-10,68080,19018,43469,5593
Utah,1999-10-01,1999,10,1999-10,8016,1704,6232,80
Vermont,1999-10-01,1999,10,1999-10,3129,650,2460,19
Virgin Islands,1999-10-01,1999,10,1999-10,0,0,0,0
Virginia,1999-10-01,1999,10,1999-10,20783,7279,13316,188
Washington,1999-10-01,1999,10,1999-10,15494,3037,11136,1321
West Virginia,1999-10-01,1999,10,1999-10,16359,3352,12793,214
Wisconsin,1999-10-01,1999,10,1999-10,24664,4123,20534,7
Wyoming,1999-10-01,1999,10,1999-10,3524,795,2406,323
Alabama,1999-09-01,1999,09,1999-09,20181,6743,13170,268
Alaska,1999-09-01,1999,09,1999-09,3623,999,2567,57
Arizona,1999-09-01,1999,09,1999-09,14141,5840,6406,1895
Arkansas,1999-09-01,1999,09,1999-09,17580,3547,12919,1114
California,1999-09-01,1999,09,1999-09,70519,28771,33647,8101
Colorado,1999-09-01,1999,09,1999-09,25084,8536,16074,474
Connecticut,1999-09-01,1999,09,1999-09,6599,1659,2103,2837
Delaware,1999-09-01,1999,09,1999-09,1508,401,1096,11
District of Columbia,1999-09-01,1999,09,1999-09,0,0,0,0
Florida,1999-09-01,1999,09,1999-09,20399,9292,9495,1612
Georgia,1999-09-01,1999,09,1999-09,33203,7114,12545,13544
Guam,1999-09-01,1999,09,1999-09,32,16,14,2
Hawaii,1999-09-01,1999,09,1999-09,451,0,0,451
Idaho,1999-09-01,1999,09,1999-09,8510,1662,6041,807
Illinois,1999-09-01,1999,09,1999-09,42852,4850,9115,28887
Indiana,1999-09-01,1999,09,1999-09,15027,1883,13143,1
Iowa,1999-09-01,1999,09,1999-09,8224,59,4845,3320
Kansas,1999-09-01,1999,09,1999-09,8454,2492,5840,122
Kentucky,1999-09-01,1999,09,1999-09,19990,6606,13018,366
Louisiana,1999-09-01,1999,09,1999-09,19591,5237,14128,226
Maine,1999-09-01,1999,09,1999-09,6213,1211,4913,89
Mariana Islands,1999-09-01,1999,09,1999-09,0,0,0,0
Maryland,1999-09-01,1999,09,1999-09,7221,159,4256,2806
Massachusetts,1999-09-01,1999,09,1999-09,2344,927,883,534
Michigan,1999-09-01,1999,09,1999-09,31658,98,22204,9356
Minnesota,1999-09-01,1999,09,1999-09,25704,2492,20823,2389
Mississippi,1999-09-01,1999,09,1999-09,14959,4674,10099,186
Missouri,1999-09-01,1999,09,1999-09,17471,3048,14309,114
Montana,1999-09-01,1999,09,1999-09,7592,1552,5933,107
Nebraska,1999-09-01,1999,09,1999-09,4628,36,3236,1356
Nevada,1999-09-01,1999,09,1999-09,5328,2385,2793,150
New Hampshire,1999-09-01,1999,09,1999-09,4198,1357,2828,13
New Jersey,1999-09-01,1999,09,1999-09,3058,1153,1856,49
New Mexico,1999-09-01,1999,09,1999-09,7656,2655,4844,157
New York,1999-09-01,1999,09,1999-09,17319,803,11908,4608
North Carolina,1999-09-01,1999,09,1999-09,24381,1348,15374,7659
North Dakota,1999-09-01,1999,09,1999-09,4149,376,3748,25
Ohio,1999-09-01,1999,09,1999-09,25418,8442,16519,457
Oklahoma,1999-09-01,1999,09,1999-09,13797,4123,9383,291
Oregon,1999-09-01,1999,09,1999-09,15553,4907,10486,160
Pennsylvania,1999-09-01,1999,09,1999-09,45129,0,42302,2827
Puerto Rico,1999-09-01,1999,09,1999-09,540,409,129,2
Rhode Island,1999-09-01,1999,09,1999-09,860,344,438,78
South Carolina,1999-09-01,1999,09,1999-09,12646,4235,7866,545
South Dakota,1999-09-01,1999,09,1999-09,3959,319,3621,19
Tennessee,1999-09-01,1999,09,1999-09,19384,7853,11247,284
Texas,1999-09-01,1999,09,1999-09,65731,16751,43374,5606
Utah,1999-09-01,1999,09,1999-09,7355,1720,5496,139
Vermont,1999-09-01,1999,09,1999-09,2603,602,1982,19
Virgin Islands,1999-09-01,1999,09,1999-09,0,0,0,0
Virginia,1999-09-01,1999,09,1999-09,17429,5995,11255,179
Washington,1999-09-01,1999,09,1999-09,12125,2203,8826,1096
West Virginia,1999-09-01,1999,09,1999-09,11904,2987,8754,163
Wisconsin,1999-09-01,1999,09,1999-09,21306,3376,17921,9
Wyoming,1999-09-01,1999,09,1999-09,3724,778,2667,279
Alabama,1999-08-01,1999,08,1999-08,17095,7123,9709,263
Alaska,1999-08-01,1999,08,1999-08,4243,1111,3063,69
Arizona,1999-08-01,1999,08,1999-08,13491,5621,6008,1862
Arkansas,1999-08-01,1999,08,1999-08,13582,3833,9013,736
California,1999-08-01,1999,08,1999-08,70183,28841,32619,8723
Colorado,1999-08-01,1999,08,1999-08,20607,8272,11776,559
Connecticut,1999-08-01,1999,08,1999-08,6899,1740,1826,3333
Delaware,1999-08-01,1999,08,1999-08,1270,422,830,18
District of Columbia,1999-08-01,1999,08,1999-08,2,2,0,0
Florida,1999-08-01,1999,08,1999-08,20093,9946,8591,1556
Georgia,1999-08-01,1999,08,1999-08,30659,8045,10023,12591
Guam,1999-08-01,1999,08,1999-08,22,11,11,0
Hawaii,1999-08-01,1999,08,1999-08,462,0,0,462
Idaho,1999-08-01,1999,08,1999-08,6435,1509,3971,955
Illinois,1999-08-01,1999,08,1999-08,38023,4988,8730,24305
Indiana,1999-08-01,1999,08,1999-08,15226,2187,13033,6
Iowa,1999-08-01,1999,08,1999-08,5841,49,2902,2890
Kansas,1999-08-01,1999,08,1999-08,7834,2686,5005,143
Kentucky,1999-08-01,1999,08,1999-08,18205,6730,11112,363
Louisiana,1999-08-01,1999,08,1999-08,14292,5092,9024,176
Maine,1999-08-01,1999,08,1999-08,4036,1103,2870,63
Mariana Islands,1999-08-01,1999,08,1999-08,38,32,5,1
Maryland,1999-08-01,1999,08,1999-08,6157,140,3446,2571
Massachusetts,1999-08-01,1999,08,1999-08,2045,850,732,463
Michigan,1999-08-01,1999,08,1999-08,23906,127,13770,10009
Minnesota,1999-08-01,1999,08,1999-08,18249,2675,13076,2498
Mississippi,1999-08-01,1999,08,1999-08,13121,4742,8211,168
Missouri,1999-08-01,1999,08,1999-08,14727,3085,11506,136
Montana,1999-08-01,1999,08,1999-08,5995,1597,4313,85
Nebraska,1999-08-01,1999,08,1999-08,3534,29,2270,1235
Nevada,1999-08-01,1999,08,1999-08,4839,2437,2216,186
New Hampshire,1999-08-01,1999,08,1999-08,3514,1277,2225,12
New Jersey,1999-08-01,1999,08,1999-08,3122,1295,1778,49
New Mexico,1999-08-01,1999,08,1999-08,7147,2821,4174,152
New York,1999-08-01,1999,08,1999-08,13126,838,7844,4444
North Carolina,1999-08-01,1999,08,1999-08,23651,1389,13380,8882
North Dakota,1999-08-01,1999,08,1999-08,2710,422,2277,11
Ohio,1999-08-01,1999,08,1999-08,22262,8667,13157,438
Oklahoma,1999-08-01,1999,08,1999-08,12145,4229,7660,256
Oregon,1999-08-01,1999,08,1999-08,11452,4685,6592,175
Pennsylvania,1999-08-01,1999,08,1999-08,43037,0,40245,2792
Puerto Rico,1999-08-01,1999,08,1999-08,449,314,126,9
Rhode Island,1999-08-01,1999,08,1999-08,837,371,401,65
South Carolina,1999-08-01,1999,08,1999-08,11834,4493,6752,589
South Dakota,1999-08-01,1999,08,1999-08,2730,355,2358,17
Tennessee,1999-08-01,1999,08,1999-08,19662,8830,10575,257
Texas,1999-08-01,1999,08,1999-08,57184,16585,35003,5596
Utah,1999-08-01,1999,08,1999-08,5330,1697,3543,90
Vermont,1999-08-01,1999,08,1999-08,1752,499,1236,17
Virgin Islands,1999-08-01,1999,08,1999-08,0,0,0,0
Virginia,1999-08-01,1999,08,1999-08,15158,6305,8698,155
Washington,1999-08-01,1999,08,1999-08,10532,2397,6807,1328
West Virginia,1999-08-01,1999,08,1999-08,9226,3068,6013,145
Wisconsin,1999-08-01,1999,08,1999-08,13962,3490,10463,9
Wyoming,1999-08-01,1999,08,1999-08,3047,868,1941,238
Alabama,1999-07-01,1999,07,1999-07,14795,6770,7813,212
Alaska,1999-07-01,1999,07,1999-07,3744,1297,2363,84
Arizona,1999-07-01,1999,07,1999-07,13032,5947,5073,2012
Arkansas,1999-07-01,1999,07,1999-07,10897,3712,6560,625
California,1999-07-01,1999,07,1999-07,65646,27758,28825,9063
Colorado,1999-07-01,1999,07,1999-07,10758,4733,5717,308
Connecticut,1999-07-01,1999,07,1999-07,4940,1572,1387,1981
Delaware,1999-07-01,1999,07,1999-07,901,345,544,12
District of Columbia,1999-07-01,1999,07,1999-07,2,2,0,0
Florida,1999-07-01,1999,07,1999-07,20004,10279,7868,1857
Georgia,1999-07-01,1999,07,1999-07,25560,7748,7333,10479
Guam,1999-07-01,1999,07,1999-07,12,6,6,0
Hawaii,1999-07-01,1999,07,1999-07,492,0,4,488
Idaho,1999-07-01,1999,07,1999-07,6015,1600,3302,1113
Illinois,1999-07-01,1999,07,1999-07,29826,5185,6368,18273
Indiana,1999-07-01,1999,07,1999-07,12594,2205,10381,8
Iowa,1999-07-01,1999,07,1999-07,4152,52,1854,2246
Kansas,1999-07-01,1999,07,1999-07,6148,2581,3434,133
Kentucky,1999-07-01,1999,07,1999-07,15838,7067,8455,316
Louisiana,1999-07-01,1999,07,1999-07,12224,5491,6563,170
Maine,1999-07-01,1999,07,1999-07,2758,871,1832,55
Mariana Islands,1999-07-01,1999,07,1999-07,0,0,0,0
Maryland,1999-07-01,1999,07,1999-07,5564,149,2970,2445
Massachusetts,1999-07-01,1999,07,1999-07,1735,689,592,454
Michigan,1999-07-01,1999,07,1999-07,18442,98,9275,9069
Minnesota,1999-07-01,1999,07,1999-07,10093,2107,6130,1856
Mississippi,1999-07-01,1999,07,1999-07,11045,5195,5707,143
Missouri,1999-07-01,1999,07,1999-07,11503,2949,8449,105
Montana,1999-07-01,1999,07,1999-07,5173,1564,3527,82
Nebraska,1999-07-01,1999,07,1999-07,2458,34,1456,968
Nevada,1999-07-01,1999,07,1999-07,4521,2489,1901,131
New Hampshire,1999-07-01,1999,07,1999-07,2944,1138,1795,11
New Jersey,1999-07-01,1999,07,1999-07,2751,1317,1344,90
New Mexico,1999-07-01,1999,07,1999-07,6546,2656,3745,145
New York,1999-07-01,1999,07,1999-07,9838,778,5290,3770
North Carolina,1999-07-01,1999,07,1999-07,18917,1494,9859,7564
North Dakota,1999-07-01,1999,07,1999-07,1947,382,1556,9
Ohio,1999-07-01,1999,07,1999-07,17398,7832,9201,365
Oklahoma,1999-07-01,1999,07,1999-07,10499,4099,6171,229
Oregon,1999-07-01,1999,07,1999-07,11891,4598,7134,159
Pennsylvania,1999-07-01,1999,07,1999-07,35319,10,32312,2997
Puerto Rico,1999-07-01,1999,07,1999-07,357,275,79,3
Rhode Island,1999-07-01,1999,07,1999-07,749,362,326,61
South Carolina,1999-07-01,1999,07,1999-07,9706,4369,4793,544
South Dakota,1999-07-01,1999,07,1999-07,1773,310,1447,16
Tennessee,1999-07-01,1999,07,1999-07,17775,9415,8063,297
Texas,1999-07-01,1999,07,1999-07,50160,19189,24571,6400
Utah,1999-07-01,1999,07,1999-07,4538,1712,2723,103
Vermont,1999-07-01,1999,07,1999-07,1320,441,865,14
Virgin Islands,1999-07-01,1999,07,1999-07,0,0,0,0
Virginia,1999-07-01,1999,07,1999-07,14252,6410,7664,178
Washington,1999-07-01,1999,07,1999-07,9308,2269,5745,1294
West Virginia,1999-07-01,1999,07,1999-07,8507,3050,5278,179
Wisconsin,1999-07-01,1999,07,1999-07,9754,3258,6489,7
Wyoming,1999-07-01,1999,07,1999-07,2513,816,1572,125
Alabama,1999-06-01,1999,06,1999-06,14651,7010,7393,248
Alaska,1999-06-01,1999,06,1999-06,3201,1174,1944,83
Arizona,1999-06-01,1999,06,1999-06,12575,5771,4793,2011
Arkansas,1999-06-01,1999,06,1999-06,10518,3822,6118,578
California,1999-06-01,1999,06,1999-06,65298,27990,28272,9036
Colorado,1999-06-01,1999,06,1999-06,10842,4846,5733,263
Connecticut,1999-06-01,1999,06,1999-06,6931,1656,1361,3914
Delaware,1999-06-01,1999,06,1999-06,918,389,516,13
District of Columbia,1999-06-01,1999,06,1999-06,1,1,0,0
Florida,1999-06-01,1999,06,1999-06,19383,10450,7647,1286
Georgia,1999-06-01,1999,06,1999-06,24957,7703,6588,10666
Guam,1999-06-01,1999,06,1999-06,14,4,9,1
Hawaii,1999-06-01,1999,06,1999-06,432,0,0,432
Idaho,1999-06-01,1999,06,1999-06,5166,1641,3109,416
Illinois,1999-06-01,1999,06,1999-06,31962,4863,6263,20836
Indiana,1999-06-01,1999,06,1999-06,14030,2068,11960,2
Iowa,1999-06-01,1999,06,1999-06,4433,53,1636,2744
Kansas,1999-06-01,1999,06,1999-06,6027,2613,3279,135
Kentucky,1999-06-01,1999,06,1999-06,14373,6780,7298,295
Louisiana,1999-06-01,1999,06,1999-06,11232,5473,5579,180
Maine,1999-06-01,1999,06,1999-06,2256,791,1424,41
Mariana Islands,1999-06-01,1999,06,1999-06,0,0,0,0
Maryland,1999-06-01,1999,06,1999-06,5438,105,2864,2469
Massachusetts,1999-06-01,1999,06,1999-06,1542,625,539,378
Michigan,1999-06-01,1999,06,1999-06,17867,119,7716,10032
Minnesota,1999-06-01,1999,06,1999-06,9734,2177,5587,1970
Mississippi,1999-06-01,1999,06,1999-06,9781,4744,4927,110
Missouri,1999-06-01,1999,06,1999-06,11666,3147,8349,170
Montana,1999-06-01,1999,06,1999-06,5236,1556,3574,106
Nebraska,1999-06-01,1999,06,1999-06,2357,39,1305,1013
Nevada,1999-06-01,1999,06,1999-06,4520,2402,1963,155
New Hampshire,1999-06-01,1999,06,1999-06,2504,1101,1402,1
New Jersey,1999-06-01,1999,06,1999-06,2743,1385,1310,48
New Mexico,1999-06-01,1999,06,1999-06,6806,2909,3765,132
New York,1999-06-01,1999,06,1999-06,11237,709,5039,5489
North Carolina,1999-06-01,1999,06,1999-06,18957,1401,9570,7986
North Dakota,1999-06-01,1999,06,1999-06,1621,372,1235,14
Ohio,1999-06-01,1999,06,1999-06,16514,7642,8516,356
Oklahoma,1999-06-01,1999,06,1999-06,10679,4280,6135,264
Oregon,1999-06-01,1999,06,1999-06,11036,4896,5992,148
Pennsylvania,1999-06-01,1999,06,1999-06,34503,0,33462,1041
Puerto Rico,1999-06-01,1999,06,1999-06,376,312,59,5
Rhode Island,1999-06-01,1999,06,1999-06,719,369,312,38
South Carolina,1999-06-01,1999,06,1999-06,8670,4154,3947,569
South Dakota,1999-06-01,1999,06,1999-06,1464,276,1176,12
Tennessee,1999-06-01,1999,06,1999-06,16197,9103,6807,287
Texas,1999-06-01,1999,06,1999-06,46105,17081,21918,7106
Utah,1999-06-01,1999,06,1999-06,4393,1697,2615,81
Vermont,1999-06-01,1999,06,1999-06,1142,430,705,7
Virgin Islands,1999-06-01,1999,06,1999-06,0,0,0,0
Virginia,1999-06-01,1999,06,1999-06,13169,5730,7254,185
Washington,1999-06-01,1999,06,1999-06,9520,2331,5796,1393
West Virginia,1999-06-01,1999,06,1999-06,7481,2861,4481,139
Wisconsin,1999-06-01,1999,06,1999-06,9133,3552,5576,5
Wyoming,1999-06-01,1999,06,1999-06,2602,868,1513,221
Alabama,1999-05-01,1999,05,1999-05,14043,7005,6832,206
Alaska,1999-05-01,1999,05,1999-05,3278,1140,2065,73
Arizona,1999-05-01,1999,05,1999-05,13186,6301,4732,2153
Arkansas,1999-05-01,1999,05,1999-05,10105,3834,5532,739
California,1999-05-01,1999,05,1999-05,61497,27813,25075,8609
Colorado,1999-05-01,1999,05,1999-05,10605,4945,5279,381
Connecticut,1999-05-01,1999,05,1999-05,8202,2204,1410,4588
Delaware,1999-05-01,1999,05,1999-05,1095,497,576,22
District of Columbia,1999-05-01,1999,05,1999-05,1,1,0,0
Florida,1999-05-01,1999,05,1999-05,18891,10183,7355,1353
Georgia,1999-05-01,1999,05,1999-05,25163,8208,6245,10710
Guam,1999-05-01,1999,05,1999-05,3,2,1,0
Hawaii,1999-05-01,1999,05,1999-05,343,0,0,343
Idaho,1999-05-01,1999,05,1999-05,5677,1876,3291,510
Illinois,1999-05-01,1999,05,1999-05,32377,5654,6596,20127
Indiana,1999-05-01,1999,05,1999-05,15176,2153,13020,3
Iowa,1999-05-01,1999,05,1999-05,4412,63,1594,2755
Kansas,1999-05-01,1999,05,1999-05,5975,2675,3163,137
Kentucky,1999-05-01,1999,05,1999-05,13777,6785,6694,298
Louisiana,1999-05-01,1999,05,1999-05,10248,5282,4795,171
Maine,1999-05-01,1999,05,1999-05,2490,1000,1449,41
Mariana Islands,1999-05-01,1999,05,1999-05,0,0,0,0
Maryland,1999-05-01,1999,05,1999-05,5091,99,2650,2342
Massachusetts,1999-05-01,1999,05,1999-05,1449,605,533,311
Michigan,1999-05-01,1999,05,1999-05,18959,102,8594,10263
Minnesota,1999-05-01,1999,05,1999-05,9467,2063,5046,2358
Mississippi,1999-05-01,1999,05,1999-05,9395,4847,4403,145
Missouri,1999-05-01,1999,05,1999-05,11831,3354,8379,98
Montana,1999-05-01,1999,05,1999-05,5203,1638,3461,104
Nebraska,1999-05-01,1999,05,1999-05,2389,35,1292,1062
Nevada,1999-05-01,1999,05,1999-05,4667,2491,2021,155
New Hampshire,1999-05-01,1999,05,1999-05,2779,1221,1548,10
New Jersey,1999-05-01,1999,05,1999-05,2719,1372,1285,62
New Mexico,1999-05-01,1999,05,1999-05,6475,2857,3501,117
New York,1999-05-01,1999,05,1999-05,14696,924,5741,8031
North Carolina,1999-05-01,1999,05,1999-05,17945,1333,8866,7746
North Dakota,1999-05-01,1999,05,1999-05,1747,467,1267,13
Ohio,1999-05-01,1999,05,1999-05,18019,9014,8621,384
Oklahoma,1999-05-01,1999,05,1999-05,10631,4443,5946,242
Oregon,1999-05-01,1999,05,1999-05,11186,5061,5979,146
Pennsylvania,1999-05-01,1999,05,1999-05,36831,20,35757,1054
Puerto Rico,1999-05-01,1999,05,1999-05,435,350,75,10
Rhode Island,1999-05-01,1999,05,1999-05,762,395,320,47
South Carolina,1999-05-01,1999,05,1999-05,8808,4594,3659,555
South Dakota,1999-05-01,1999,05,1999-05,1491,311,1169,11
Tennessee,1999-05-01,1999,05,1999-05,15515,8924,6335,256
Texas,1999-05-01,1999,05,1999-05,44247,17729,21511,5007
Utah,1999-05-01,1999,05,1999-05,5333,2308,2928,97
Vermont,1999-05-01,1999,05,1999-05,1156,411,728,17
Virgin Islands,1999-05-01,1999,05,1999-05,0,0,0,0
Virginia,1999-05-01,1999,05,1999-05,13730,6627,6895,208
Washington,1999-05-01,1999,05,1999-05,9134,2151,5593,1390
West Virginia,1999-05-01,1999,05,1999-05,7361,3005,4239,117
Wisconsin,1999-05-01,1999,05,1999-05,10694,4722,5966,6
Wyoming,1999-05-01,1999,05,1999-05,2531,927,1422,182
Alabama,1999-04-01,1999,04,1999-04,14823,7371,7218,234
Alaska,1999-04-01,1999,04,1999-04,3931,1381,2462,88
Arizona,1999-04-01,1999,04,1999-04,14575,7249,5111,2215
Arkansas,1999-04-01,1999,04,1999-04,11521,4308,6619,594
California,1999-04-01,1999,04,1999-04,62654,28837,24367,9450
Colorado,1999-04-01,1999,04,1999-04,11739,5235,6010,494
Connecticut,1999-04-01,1999,04,1999-04,9111,2188,1748,5175
